StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,EventName,QID16,QID20,QID19,Location
2024 11 15 12:30:00 06:00,2024 11 15 13:00:00 06:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E00800000000BE454D0D0C36DB01000000000000000010000000A9E0D7DA12E62644B993358A51D99A78,,,,,,,,,,UMKC/BV VR Discussion,,,VR simulation discussion with UMKC/BV.  Thanks Brian  ________________________________________________________________________________ Microsoft Teams Need help?<https://nam02.safelinks.protection.outlook.com/?url=https:%2F%2Faka.ms%2FJoinTeamsMeeting%3Fomkt%3Den US&data=05%7C02%7Cjsusher%40umkc.edu%7C63dab3700df14a1f6f4908dd042332fe%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638671271439263321%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=1W6Mz017KrNWqN%2FURvHupx22nYNXPoePr6eJcxRWCGk%3D&reserved=0> Join the meeting now<https://nam02.safelinks.protection.outlook.com/ap/t 59584e83/?url=https:%2F%2Fteams.microsoft.com%2Fl%2Fmeetup join%2F19%253ameeting_MWM4NjBjN2EtOTFiZi00OWNkLWE3OWEtOGRkOWVkMjBkM2Ni%2540thread.v2%2F0%3Fcontext%3D%257b%2522Tid%2522%253a%25227a53b4fc e87d 4c46 9972 0570ac271b27%2522%252c%2522Oid%2522%253a%2522b09c9f2e 396c 4f12 b0e8 33ea6f08bf96%2522%257d&data=05%7C02%7Cjsusher%40umkc.edu%7C63dab3700df14a1f6f4908dd042332fe%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638671271439285494%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=CqUBcw2e0b8erSB6DGIuGeYjEbkm7PjY3lxFRuRMVdQ%3D&reserved=0> Meeting ID: 233 417 522 280 Passcode: tHWA5v ________________________________ Dial in by phone +1 913 278 0791  28396527#<tel:+19132780791  28396527#> United States  Kansas City Find a local number<https://nam02.safelinks.protection.outlook.com/?url=https:%2F%2Fdialin.teams.microsoft.com%2F879be952 947c 4d5e ab9d 85268608bef4%3Fid%3D28396527&data=05%7C02%7Cjsusher%40umkc.edu%7C63dab3700df14a1f6f4908dd042332fe%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638671271439304660%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=ZDalchJvTiY3zkW%2FRZuRCGHGWKwSu1ck8Xvv7se%2Fav8%3D&reserved=0> Phone conference ID: 283 965 27# For organizers: Meeting options<https://nam02.safelinks.protection.outlook.com/?url=https:%2F%2Fteams.microsoft.com%2FmeetingOptions%2F%3ForganizerId%3Db09c9f2e 396c 4f12 b0e8 33ea6f08bf96%26tenantId%3D7a53b4fc e87d 4c46 9972 0570ac271b27%26threadId%3D19_meeting_MWM4NjBjN2EtOTFiZi00OWNkLWE3OWEtOGRkOWVkMjBkM2Ni%40thread.v2%26messageId%3D0%26language%3Den US&data=05%7C02%7Cjsusher%40umkc.edu%7C63dab3700df14a1f6f4908dd042332fe%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638671271439322620%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=7jXVDcMaB08j97ID1UkvJC4qOqxiJZt8ss72JEuRMKE%3D&reserved=0> | Reset dial in PIN<https://nam02.safelinks.protection.outlook.com/?url=https:%2F%2Fdialin.teams.microsoft.com%2Fusp%2Fpstnconferencing&data=05%7C02%7Cjsusher%40umkc.edu%7C63dab3700df14a1f6f4908dd042332fe%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638671271439340232%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=c%2BeimS7N59m3kK%2BG5xYOkHlR7KYRkoMhV9%2FvMPpW1KE%3D&reserved=0> Microsoft Teams Org help<https://nam02.safelinks.protection.outlook.com/?url=https:%2F%2Fapp.quickhelp.com%2Fbv%2FskillPaths%2F13819&data=05%7C02%7Cjsusher%40umkc.edu%7C63dab3700df14a1f6f4908dd042332fe%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638671271439357400%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=Ogweh4lwsmHoFLV8pqfY3HdFbPilUc%2B6%2BZ3ThG9UWTU%3D&reserved=0> | Privacy and security<https://nam02.safelinks.protection.outlook.com/?url=http:%2F%2Fknowledge.bv.com%2Fhr%2FTutorialsManuals%2FPersonnel%2520Policies%2520and%2520Procedures%2520Manual%2520%2528PPPM%2529%2520 %2520Web%2F4AD.htm&data=05%7C02%7Cjsusher%40umkc.edu%7C63dab3700df14a1f6f4908dd042332fe%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638671271439376100%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=Q%2BnZpaCbQZ48Jlc0c9h98GbX8cSoWT6aHwAfrcshB%2FY%3D&reserved=0> ________________________________________________________________________________ ,Microsoft Teams Meeting
2024 11 22 09:00:00 06:00,2024 11 22 11:00:00 06:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E00800000000B03B6ADB0F3CDB01000000000000000010000000508A95A229D3574D925853DA7876E3C9,,,,,,,,,,KC STEM Fest,,,Thank you all for being willing to join us at the KC STEM Fest<https://nam02.safelinks.protection.outlook.com/?url=https:%2F%2Fkcstemfest.org%2F&data=05%7C02%7Cjsusher%40umkc.edu%7C9ba77dd1bf19411b5e5508dd0a59ff0a%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638678103840169682%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=d9SiASbGD8SVKZ%2FpZMuuWLQU6FhwOEw6%2BOpZRSW85dw%3D&reserved=0>! We can arrive as early as 7:30am to set up (please try to be there by 8:30am). Below is some more information about location and parking:   ·      Directions:  When coming from I435 (exiting Front Street)  turn right on Universal Ave.  turn right on Corporate Dr. then left into the gate.    ·      Parking:  o   There is a call box that you may need to use if the gate is not open. Please indicate you are participating in the STEM Fest. The front office will open the gate. Proceed through the gate then veer left. Park anywhere near the gym where spots are available. Enter through the gym entrance.  o   Note: If you arrive early  you might meet bus and parent drop off traffic. No worries. Still  veer left after you go through the gate. Park where you please.    ·      Entrance to building:  o   You can enter the building through the south gym door.  o   You will be greeted at the entrance by FSI M staff. UMKC will be in the gym. The Buggy will have two full spaces outside in the parking lot.  ,"1575 Universal Ave. Kansas City, MO"
2024 12 02 11:00:00 06:00,2024 12 02 11:30:00 06:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E008000000003A11703FCD44DB01000000000000000010000000CA50073EB2EE8A4AAC52DA93F29B7FA3,,,,,,,,,,Meet in the Lab,,, ,
2024 12 04 14:30:00 05:00,2024 12 04 15:00:00 05:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E008000000008A0092A09E45DB01000000000000000010000000A0F0C8C6A6786642AC0CE47B9C75CFCE,,,,,,,,,,"Usher, Sailor   30 minutes meeting",,,This meeting was scheduled from the bookings page of Luster Edward  Shatomi.  Use the following link to reschedule or cancel this meeting: Manage meeting<https://nam02.safelinks.protection.outlook.com/?url=https:%2F%2Foutlook.office.com%2Fbookwithme%2Fuser%2F057f1d1041fe45c8815fb4b83f46cc66%40missouri.edu%2Fbooking%2FFIo0jXW1UEKqfJcl_zr0KA2%3Fanonymous&data=05%7C02%7Cjsusher%40umkc.edu%7Caca72f4ab08b4ebd686c08dd13b5c518%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638688393596533042%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=ux2mcQmX%2B4CmQ9UVdiK8wHxvhWcPT%2F9etPT81Q8gSQw%3D&reserved=0>      Note added from booking page on Tuesday  December 3  2024 10:15 AM      Hello Shatomi  That sounds like a great idea. Does this time work to meet? Best wishes  J. Sailor Usher  ________________________________________________________________________________ Microsoft Teams Need help?<https://nam02.safelinks.protection.outlook.com/?url=https:%2F%2Faka.ms%2FJoinTeamsMeeting%3Fomkt%3Den US&data=05%7C02%7Cjsusher%40umkc.edu%7Caca72f4ab08b4ebd686c08dd13b5c518%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638688393596554790%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=LNi2s%2BiU%2BcWglza0tnnt80OmrJxVWFGJT%2F7TLSITJ%2Bg%3D&reserved=0> Join the meeting now<https://nam02.safelinks.protection.outlook.com/ap/t 59584e83/?url=https:%2F%2Fteams.microsoft.com%2Fl%2Fmeetup join%2F19%253ameeting_YTY3OWNmMDMtYTJhNS00NThlLTk1NDUtMzEyNTkwMjMwNTAy%2540thread.v2%2F0%3Fcontext%3D%257b%2522Tid%2522%253a%2522e3fefdbe f7e9 401b a51a 355e01b05a89%2522%252c%2522Oid%2522%253a%2522c010de75 53ff 49e3 87cd f453a6160b9e%2522%257d&data=05%7C02%7Cjsusher%40umkc.edu%7Caca72f4ab08b4ebd686c08dd13b5c518%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638688393596571825%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=SiW3PUcjWXkd3ykZitANP%2FUhHHBDc3Z7BjCkasTTyX4%3D&reserved=0> Meeting ID: 284 508 901 955 Passcode: em7DD2mh ________________________________ Dial in by phone +1 573 818 2635  522759647#<tel:+15738182635  522759647#> United States  Columbia Find a local number<https://nam02.safelinks.protection.outlook.com/?url=https:%2F%2Fdialin.teams.microsoft.com%2Ffd56f9ca a66a 4fd3 9071 9858c3d68483%3Fid%3D522759647&data=05%7C02%7Cjsusher%40umkc.edu%7Caca72f4ab08b4ebd686c08dd13b5c518%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638688393596588641%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=v44IpY1sC1L5MZvQGVcM7OI1mdGdusWqc49CBu8GUvY%3D&reserved=0> Phone conference ID: 522 759 647# For organizers: Meeting options<https://nam02.safelinks.protection.outlook.com/?url=https:%2F%2Fteams.microsoft.com%2FmeetingOptions%2F%3ForganizerId%3Dc010de75 53ff 49e3 87cd f453a6160b9e%26tenantId%3De3fefdbe f7e9 401b a51a 355e01b05a89%26threadId%3D19_meeting_YTY3OWNmMDMtYTJhNS00NThlLTk1NDUtMzEyNTkwMjMwNTAy%40thread.v2%26messageId%3D0%26language%3Den US&data=05%7C02%7Cjsusher%40umkc.edu%7Caca72f4ab08b4ebd686c08dd13b5c518%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638688393596605344%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=Fx%2F0Xc59GOwbDVow9JxXFPc0rZPLhpkAa7H%2FQEwoMBk%3D&reserved=0> | Reset dial in PIN<https://nam02.safelinks.protection.outlook.com/?url=https:%2F%2Fdialin.teams.microsoft.com%2Fusp%2Fpstnconferencing&data=05%7C02%7Cjsusher%40umkc.edu%7Caca72f4ab08b4ebd686c08dd13b5c518%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638688393596624860%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=153cottrZDPlV73ZXNQKOX9%2FeKMOJVj7rixBVwT%2FHsk%3D&reserved=0> ________________________________________________________________________________ ,
2024 12 09 10:00:00 06:00,2024 12 09 10:30:00 06:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E0080000000041C212D61548DB01000000000000000010000000E66C48B35ED90D4998E90796EDBE3974,,,,,,,,,,COESC Innovation Studio Project [In person],,, ,Plaster P201
2024 12 09 11:30:00 06:00,2024 12 09 12:00:00 06:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E008000000004C447A5A5C4ADB0100000000000000001000000084DABE65483A2844989712ACE0B99777,,,,,,,,,,Send GitHub sprint report to Christina,,, ,
2024 12 10 11:00:00 06:00,2024 12 10 12:00:00 06:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E0080000000020A63711E7FADA01000000000000000010000000993A5B68CE926D469423E3C92ACBC108,,,,,,,,,,Innovation Studio website redo/project,,,We can meet in Plaster conference room (p204) or by zoom  just let me know which works for you  https://umsystem.zoom.us/j/5709593569  ,TBA
2024 12 11 14:30:00 05:00,2024 12 11 15:00:00 05:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E008000000003A36A6E1F147DB0100000000000000001000000028A47C7A2B2BC448894EA01FAB92684A,,,,,,,,,,"Usher, Sailor   30 minutes meeting",,,This meeting was scheduled from the bookings page of Luster Edward  Shatomi.  Use the following link to reschedule or cancel this meeting: Manage meeting<https://nam02.safelinks.protection.outlook.com/?url=https:%2F%2Foutlook.office.com%2Fbookwithme%2Fuser%2F057f1d1041fe45c8815fb4b83f46cc66%40missouri.edu%2Fbooking%2F_XO38_FMMUulCXO YMerZw2%3Fanonymous&data=05%7C02%7Cjsusher%40umkc.edu%7Cd46a971d2a92404ca34408dd16090614%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638690950189022833%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=5j2wHMWXeevHSgFqY06QViCYuj0gmo3wnwPhvQ%2Fq2mI%3D&reserved=0>  ________________________________________________________________________________ Microsoft Teams Need help?<https://nam02.safelinks.protection.outlook.com/?url=https:%2F%2Faka.ms%2FJoinTeamsMeeting%3Fomkt%3Den US&data=05%7C02%7Cjsusher%40umkc.edu%7Cd46a971d2a92404ca34408dd16090614%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638690950189045437%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=xKVuxM73qJa6tEI2qTnvQolC15eT3ArzjSa5MoH9l30%3D&reserved=0> Join the meeting now<https://nam02.safelinks.protection.outlook.com/ap/t 59584e83/?url=https:%2F%2Fteams.microsoft.com%2Fl%2Fmeetup join%2F19%253ameeting_NmRlMmRiOGEtOGZhOC00YmI1LTllMTEtYTE2YTNlMWY4MGE2%2540thread.v2%2F0%3Fcontext%3D%257b%2522Tid%2522%253a%2522e3fefdbe f7e9 401b a51a 355e01b05a89%2522%252c%2522Oid%2522%253a%2522c010de75 53ff 49e3 87cd f453a6160b9e%2522%257d&data=05%7C02%7Cjsusher%40umkc.edu%7Cd46a971d2a92404ca34408dd16090614%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638690950189062298%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=Wm2Oq5fPnBdUPbuv28t3f91LuEelIOVg71Px7SY6nGw%3D&reserved=0> Meeting ID: 240 176 325 413 Passcode: sP7cX3mJ ________________________________ Dial in by phone +1 573 818 2635  101380765#<tel:+15738182635  101380765#> United States  Columbia Find a local number<https://nam02.safelinks.protection.outlook.com/?url=https:%2F%2Fdialin.teams.microsoft.com%2Ffd56f9ca a66a 4fd3 9071 9858c3d68483%3Fid%3D101380765&data=05%7C02%7Cjsusher%40umkc.edu%7Cd46a971d2a92404ca34408dd16090614%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638690950189079500%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=NPx00MABTwSSf3rEX%2BApdNgnlwGELNplV7HRkENum9w%3D&reserved=0> Phone conference ID: 101 380 765# For organizers: Meeting options<https://nam02.safelinks.protection.outlook.com/?url=https:%2F%2Fteams.microsoft.com%2FmeetingOptions%2F%3ForganizerId%3Dc010de75 53ff 49e3 87cd f453a6160b9e%26tenantId%3De3fefdbe f7e9 401b a51a 355e01b05a89%26threadId%3D19_meeting_NmRlMmRiOGEtOGZhOC00YmI1LTllMTEtYTE2YTNlMWY4MGE2%40thread.v2%26messageId%3D0%26language%3Den US&data=05%7C02%7Cjsusher%40umkc.edu%7Cd46a971d2a92404ca34408dd16090614%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638690950189096564%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=ICdLKwvZiwYMSIkfNFddL17Kwha4HfBlbIuT5X1hBzM%3D&reserved=0> | Reset dial in PIN<https://nam02.safelinks.protection.outlook.com/?url=https:%2F%2Fdialin.teams.microsoft.com%2Fusp%2Fpstnconferencing&data=05%7C02%7Cjsusher%40umkc.edu%7Cd46a971d2a92404ca34408dd16090614%7Ce3fefdbef7e9401ba51a355e01b05a89%7C0%7C0%7C638690950189118652%7CUnknown%7CTWFpbGZsb3d8eyJFbXB0eU1hcGkiOnRydWUsIlYiOiIwLjAuMDAwMCIsIlAiOiJXaW4zMiIsIkFOIjoiTWFpbCIsIldUIjoyfQ%3D%3D%7C0%7C%7C%7C&sdata=lBJ0uLDUqKOOckIevZYIe4nGA73g7QtGO5mQ41O0h5o%3D&reserved=0> ________________________________________________________________________________ ,
2024 12 11 14:30:00 06:00,2024 12 11 15:00:00 06:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E00800000000A97820FEF147DB01000000000000000010000000B8F723812D35804DB67404D88CC504CF,,,,,,,,,,Meeting with Shatomi,,, ,
2024 12 17 10:00:00 06:00,2024 12 17 11:00:00 06:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E008000000006098DBD8F34ADB010000000000000000100000000C6D2F5D81CC424486AE480D50F2ACC7,,,,,,,,,,Plaster/ARVR Walk Through with CAPS,,,Walk through with Dana Farrington of the Blue Valley CAPS group in preparation for 2/7 and 2/12 visits  Will stop at ARVR around 10am and then walk through the rest of the Plaster Center ,Plaster Center
2025 03 05 09:30:00 06:00,2025 03 05 10:45:00 06:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E00800000000D094B0974635DB01000000000000000010000000908D7AADF52D414CBD8E5F56D4EBA105,,,,,,,,,,UMKC Innovation Lab Tour,,, ,"801 E 51st St, Kansas City, Missouri, United States"
2025 03 19 12:30:00 05:00,2025 03 19 13:30:00 05:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E00800000000E1E836E45331DB010000000000000000100000004450AAA31D4ECD4C944F5BE124FA0267,,,,,,,,,,UMKC Innovation Lab Tour,,, ,"801 E 51st St, Kansas City, Missouri, United States"
2025 04 11 11:30:00 05:00,2025 04 11 12:15:00 05:00,,,100,,True,2024 12 11 15:50:33+00:00,040000008200E00074C5B7101A82E008000000008B3ECF18169CDA01000000000000000010000000487546B94946914D8497E4245600F6F3,,,,,,,,,,"Rotation 2  Spring '25 Insider Academy, SSE/Bloch",,, ________________________________ From: Addington  Nathaniel <naddington@umkc.edu> Sent: Wednesday  May 1  2024 5:22:48 PM (UTC 06:00) Central Time (US & Canada) To: Davis  Christina S. <davischristina@umkc.edu>; Abdulrahim  Mujahid <mujahid.abdulrahim@umkc.edu>; Innovationstudio <innovationstudio@umkc.edu>; Matlack  Alexandria <matlacka@umkc.edu>; Williams  Benjamin J. <williamsbenj@umkc.edu>; Gonsher  Phillip <gonsherp@umkc.edu> Cc: Truman  Kevin Z. <trumank@umkc.edu>; Brian Klaas <klaasb@umkc.edu>; Masson  Jill M. <massonj@umkc.edu>; Schulz  Sarah Beth <schulzsb@umkc.edu>; Kanoy  Brian <bkanoy@umkc.edu> Subject: Rotation 2  Spring '25 Insider Academy  SSE/Bloch When: Friday  April 11  2025 11:30 AM 12:15 PM. Where:  More Details in Spring '25 ,
